joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,joint_11,joint_12,joint_13,joint_14,joint_15,joint_16
2.943709135055542,2.4559032917022705,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.15079665184021,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.253573179244995,3.09403920173645,3.1354568004608154
2.943709135055542,2.4559032917022705,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.1523306369781494,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.253573179244995,3.09403920173645,3.1354568004608154
2.943709135055542,2.454369306564331,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.1523306369781494,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.253573179244995,3.09403920173645,3.1354568004608154
2.943709135055542,2.4559032917022705,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.1523306369781494,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.253573179244995,3.09403920173645,3.1354568004608154
2.943709135055542,2.4559032917022705,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.1523306369781494,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.253573179244995,3.09403920173645,3.1354568004608154
2.943709135055542,2.454369306564331,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.1523306369781494,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.2520391941070557,3.09403920173645,3.1354568004608154
2.943709135055542,2.4559032917022705,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.1523306369781494,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.253573179244995,3.09403920173645,3.1354568004608154
2.943709135055542,2.4559032917022705,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.15079665184021,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.253573179244995,3.09403920173645,3.1354568004608154
2.943709135055542,2.4559032917022705,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.1523306369781494,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.2520391941070557,3.09403920173645,3.1354568004608154
2.943709135055542,2.454369306564331,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.1523306369781494,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.253573179244995,3.09403920173645,3.1354568004608154
2.943709135055542,2.454369306564331,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.1523306369781494,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.253573179244995,3.09403920173645,3.1354568004608154
2.943709135055542,2.4559032917022705,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.15079665184021,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.2520391941070557,3.09403920173645,3.1354568004608154
2.943709135055542,2.4559032917022705,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.1523306369781494,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.2520391941070557,3.09403920173645,3.1354568004608154
2.943709135055542,2.4559032917022705,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.15079665184021,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.253573179244995,3.09403920173645,3.1354568004608154
2.943709135055542,2.4559032917022705,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.15079665184021,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.253573179244995,3.09403920173645,3.1354568004608154
2.943709135055542,2.4559032917022705,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.15079665184021,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.253573179244995,3.09403920173645,3.1354568004608154
2.943709135055542,2.4559032917022705,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.1523306369781494,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.253573179244995,3.09403920173645,3.1354568004608154
2.943709135055542,2.4559032917022705,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.15079665184021,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.253573179244995,3.09403920173645,3.1354568004608154
2.943709135055542,2.4559032917022705,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.1523306369781494,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.2520391941070557,3.09403920173645,3.1354568004608154
2.943709135055542,2.4559032917022705,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.15079665184021,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.253573179244995,3.09403920173645,3.1354568004608154
2.943709135055542,2.454369306564331,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.15079665184021,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.253573179244995,3.09403920173645,3.1354568004608154
2.943709135055542,2.454369306564331,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.15079665184021,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.2520391941070557,3.09403920173645,3.1354568004608154
2.943709135055542,2.454369306564331,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.1523306369781494,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.2520391941070557,3.09403920173645,3.1354568004608154
2.943709135055542,2.4559032917022705,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.15079665184021,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.253573179244995,3.09403920173645,3.1354568004608154
2.943709135055542,2.454369306564331,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.1523306369781494,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.2520391941070557,3.09403920173645,3.1354568004608154
2.943709135055542,2.4559032917022705,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.1523306369781494,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.2520391941070557,3.09403920173645,3.1354568004608154
2.943709135055542,2.4559032917022705,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.15079665184021,4.746136665344238,3.2995927333831787,3.1017091274261475,3.144660711288452,4.776816368103027,3.253573179244995,3.09403920173645,3.1354568004608154
2.943709135055542,2.4559032917022705,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.15079665184021,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.253573179244995,3.09403920173645,3.1354568004608154
2.943709135055542,2.4559032917022705,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.15079665184021,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.253573179244995,3.09403920173645,3.1354568004608154
2.943709135055542,2.4559032917022705,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.15079665184021,4.746136665344238,3.301126718521118,3.1017091274261475,3.144660711288452,4.776816368103027,3.253573179244995,3.09403920173645,3.1354568004608154
2.943709135055542,2.454369306564331,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.15079665184021,4.746136665344238,3.301126718521118,3.1017091274261475,3.144660711288452,4.776816368103027,3.253573179244995,3.09403920173645,3.1354568004608154
2.943709135055542,2.454369306564331,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.15079665184021,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.253573179244995,3.09403920173645,3.1354568004608154
2.943709135055542,2.454369306564331,1.8653206825256348,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.15079665184021,4.746136665344238,3.2995927333831787,3.1017091274261475,3.1431267261505127,4.776816368103027,3.2520391941070557,3.09403920173645,3.1354568004608154
2.943709135055542,2.4559032917022705,1.8653206825256348,1.274738073348999,4.7706804275512695,3.2919228076934814,3.1078450679779053,3.15079665184021,4.746136665344238,3.3026607036590576,3.1017091274261475,3.1461946964263916,4.776816368103027,3.2551071643829346,3.09403920173645,3.1354568004608154
2.943709135055542,2.4559032917022705,1.8653206825256348,1.274738073348999,4.7706804275512695,3.2919228076934814,3.1047770977020264,3.1523306369781494,4.746136665344238,3.3026607036590576,3.0986411571502686,3.1461946964263916,4.776816368103027,3.253573179244995,3.09403920173645,3.1354568004608154
2.9452431201934814,2.4559032917022705,1.8668546676635742,1.274738073348999,4.7706804275512695,3.2888548374176025,3.1047770977020264,3.15079665184021,4.746136665344238,3.3026607036590576,3.100175142288208,3.1431267261505127,4.776816368103027,3.250505208969116,3.09403920173645,3.1354568004608154
2.9452431201934814,2.4559032917022705,1.8668546676635742,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.15079665184021,4.746136665344238,3.3026607036590576,3.1017091274261475,3.1431267261505127,4.776816368103027,3.2520391941070557,3.09403920173645,3.1354568004608154
2.943709135055542,2.454369306564331,1.8668546676635742,1.274738073348999,4.7706804275512695,3.290388822555542,3.1078450679779053,3.1523306369781494,4.746136665344238,3.3026607036590576,3.1017091274261475,3.144660711288452,4.776816368103027,3.253573179244995,3.09403920173645,3.1354568004608154
